"Name"|"Status"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Yamato 982005"|"Official"|"1998"|"Antarctica"|"H6"|"5.2 g"|"J20 NIPR"|" "
"Yamato 982006"|"Official"|"1998"|"Antarctica"|"L6"|"14.8 g"|"J20 NIPR"|" "
"Yamato 982007"|"Official"|"1998"|"Antarctica"|"H5"|"1.55 g"|"J27 NIPR"|" "
"Yamato 982008"|"Official"|"1998"|"Antarctica"|"L6"|"2.11 g"|"J27 NIPR"|" "
"Yamato 982009"|"Official"|"1998"|"Antarctica"|"H4"|"2.62 g"|"J27 NIPR"|" "
"Yamato 982010"|"Official"|"1998"|"Antarctica"|"L4"|"2.04 g"|"J27 NIPR"|" "
"Yamato 982011"|"Official"|"1998"|"Antarctica"|"L5"|"19.5 g"|"J20 NIPR"|" "
"Yamato 982012"|"Official"|"1998"|"Antarctica"|"L4"|"6.3 g"|"J20 NIPR"|" "
"Yamato 982013"|"Official"|"1998"|"Antarctica"|"H5"|"46.6 g"|"J20 NIPR"|" "
"Yamato 982014"|"Official"|"1998"|"Antarctica"|"H4"|"3.19 g"|"J20 NIPR"|" "
"Yamato 982015"|"Official"|"1998"|"Antarctica"|"H4"|"1.49 g"|"J27 NIPR"|" "
"Yamato 982016"|"Official"|"1998"|"Antarctica"|"L3"|"4.52 g"|"J20 NIPR"|" "
"Yamato 982017"|"Official"|"1998"|"Antarctica"|"L5"|"70.3 g"|"J20 NIPR"|" "
"Yamato 982018"|"Official"|"1998"|"Antarctica"|"CM2"|"11.9 g"|"J20 NIPR"|" "
"Yamato 982019"|"Official"|"1998"|"Antarctica"|"H5"|"4.87 g"|"J20 NIPR"|" "
"Yamato 982020"|"Official"|"1998"|"Antarctica"|"H3"|"6 g"|"J20 NIPR"|" "
"Yamato 982021"|"Official"|"1998"|"Antarctica"|"H4"|"4.78 g"|"J20 NIPR"|" "
"Yamato 982022"|"Official"|"1998"|"Antarctica"|"H6"|"130.1 g"|"J20 NIPR"|" "
"Yamato 982023"|"Official"|"1998"|"Antarctica"|"H3"|"36.2 g"|"J20 NIPR"|" "
"Yamato 982024"|"Official"|"1998"|"Antarctica"|"H4"|"2.34 g"|"J27 NIPR"|" "
"Yamato 982025"|"Official"|"1998"|"Antarctica"|"H4"|"20.8 g"|"J20 NIPR"|" "
"Yamato 982026"|"Official"|"1998"|"Antarctica"|"H5"|"6.4 g"|"J20 NIPR"|" "
"Yamato 982027"|"Official"|"1998"|"Antarctica"|"H3"|"4.55 g"|"J20 NIPR"|" "
"Yamato 982028"|"Official"|"1998"|"Antarctica"|"H4"|"3.16 g"|"J20 NIPR"|" "
"Yamato 982029"|"Official"|"1998"|"Antarctica"|"H4"|"1.19 g"|"J27 NIPR"|" "
"Yamato 982030"|"Official"|"1998"|"Antarctica"|"H4"|"1.03 g"|"J27 NIPR"|" "
"Yamato 982031"|"Official"|"1998"|"Antarctica"|"L6"|"5.6 g"|"J20 NIPR"|" "
"Yamato 982032"|"Official"|"1998"|"Antarctica"|"H4"|"2.36 g"|"J27 NIPR"|" "
"Yamato 982033"|"Official"|"1998"|"Antarctica"|"LL6"|"5.3 g"|"J20 NIPR"|" "
"Yamato 982034"|"Official"|"1998"|"Antarctica"|"H6"|"3.79 g"|"J20 NIPR"|" "
"Yamato 982035"|"Official"|"1998"|"Antarctica"|"H5"|"2.82 g"|"J27 NIPR"|" "
"Yamato 982036"|"Official"|"1998"|"Antarctica"|"H6"|"1.46 g"|"J27 NIPR"|" "
"Yamato 982037"|"Official"|"1998"|"Antarctica"|"H6"|"14.9 g"|"J20 NIPR"|" "
"Yamato 982038"|"Official"|"1998"|"Antarctica"|"H3"|"51.1 g"|"J20 NIPR"|" "
"Yamato 982039"|"Official"|"1998"|"Antarctica"|"H6"|"7.1 g"|"J20 NIPR"|" "
"Yamato 982040"|"Official"|"1998"|"Antarctica"|"H4"|"9 g"|"J20 NIPR"|" "
"Yamato 982041"|"Official"|"1998"|"Antarctica"|"H3"|"1.85 g"|"J27 NIPR"|" "
"Yamato 982042"|"Official"|"1998"|"Antarctica"|"L3"|"112.9 g"|"J20 NIPR"|" "
"Yamato 982044"|"Official"|"1998"|"Antarctica"|"L6"|"15 g"|"J20 NIPR"|" "
"Yamato 982046"|"Official"|"1998"|"Antarctica"|"H4"|"3.94 g"|"J20 NIPR"|" "
"Yamato 982047"|"Official"|"1998"|"Antarctica"|"H4"|"2.93 g"|"J27 NIPR"|" "
"Yamato 982048"|"Official"|"1998"|"Antarctica"|"H4"|"1.5 g"|"J27 NIPR"|" "
"Yamato 982049"|"Official"|"1998"|"Antarctica"|"H4"|"2.68 g"|"J27 NIPR"|" "
"Yamato 982050"|"Official"|"1998"|"Antarctica"|"H5"|"2.44 g"|"J27 NIPR"|" "
"Yamato 982052"|"Official"|"1998"|"Antarctica"|"H4"|"2.79 g"|"J28 NIPR"|" "
"Yamato 982053"|"Official"|"1998"|"Antarctica"|"H4"|"9.5 g"|"J20 NIPR"|" "
"Yamato 982054"|"Official"|"1998"|"Antarctica"|"H4"|"5.7 g"|"J20 NIPR"|" "
"Yamato 982055"|"Official"|"1998"|"Antarctica"|"H5"|"2.35 g"|"J27 NIPR"|" "
"Yamato 982056"|"Official"|"1998"|"Antarctica"|"H4"|"1.76 g"|"J27 NIPR"|" "
"Yamato 982057"|"Official"|"1998"|"Antarctica"|"H4"|"2.38 g"|"J27 NIPR"|" "
"Yamato 982058"|"Official"|"1998"|"Antarctica"|"H5"|"1.64 g"|"J27 NIPR"|" "
"Yamato 982059"|"Official"|"1998"|"Antarctica"|"H5"|"1.49 g"|"J27 NIPR"|" "
"Yamato 982060"|"Official"|"1998"|"Antarctica"|"H5"|"1.42 g"|"J27 NIPR"|" "
"Yamato 982061"|"Official"|"1998"|"Antarctica"|"H5"|"1.58 g"|"J27 NIPR"|" "
"Yamato 982063"|"Official"|"1998"|"Antarctica"|"H4"|"1.03 g"|"J28 NIPR"|" "
"Yamato 982064"|"Official"|"1998"|"Antarctica"|"H4"|"1.01 g"|"J27 NIPR"|" "
"Yamato 982065"|"Official"|"1998"|"Antarctica"|"H4"|"1.04 g"|"J27 NIPR"|" "
"Yamato 982066"|"Official"|"1998"|"Antarctica"|"H4"|"1.09 g"|"J27 NIPR"|" "
"Yamato 982068"|"Official"|"1998"|"Antarctica"|"L3"|"4.4 g"|"J20 NIPR"|" "
"Yamato 982069"|"Official"|"1998"|"Antarctica"|"CM2"|"7.6 g"|"J20 NIPR"|" "
"Yamato 982070"|"Official"|"1998"|"Antarctica"|"CM2"|"3.03 g"|"J20 NIPR"|" "
"Yamato 982071"|"Official"|"1998"|"Antarctica"|"H4"|"3.74 g"|"J20 NIPR"|" "
"Yamato 982072"|"Official"|"1998"|"Antarctica"|"H5"|"1.79 g"|"J27 NIPR"|" "
"Yamato 982073"|"Official"|"1998"|"Antarctica"|"H5"|"1.32 g"|"J27 NIPR"|" "
"Yamato 982074"|"Official"|"1998"|"Antarctica"|"H3"|"21.3 g"|"J20 NIPR"|" "
"Yamato 982075"|"Official"|"1998"|"Antarctica"|"H4"|"4.96 g"|"J20 NIPR"|" "
"Yamato 982076"|"Official"|"1998"|"Antarctica"|"H4"|"9.4 g"|"J20 NIPR"|" "
"Yamato 982077"|"Official"|"1998"|"Antarctica"|"H4"|"7.9 g"|"J20 NIPR"|" "
"Yamato 982078"|"Official"|"1998"|"Antarctica"|"H4"|"5.4 g"|"J20 NIPR"|" "
"Yamato 982079"|"Official"|"1998"|"Antarctica"|"H4"|"7.1 g"|"J20 NIPR"|" "
"Yamato 982080"|"Official"|"1998"|"Antarctica"|"H4"|"4.33 g"|"J20 NIPR"|" "
"Yamato 982081"|"Official"|"1998"|"Antarctica"|"H4"|"1.94 g"|"J20 NIPR"|" "
"Yamato 982082"|"Official"|"1998"|"Antarctica"|"H4"|"1.22 g"|"J20 NIPR"|" "
"Yamato 982083"|"Official"|"1998"|"Antarctica"|"H4"|"1.24 g"|"J20 NIPR"|" "
"Yamato 982086"|"Official"|"1998"|"Antarctica"|"CM2"|"225 g"|"J20 NIPR"|" "
"Yamato 982087"|"Official"|"1998"|"Antarctica"|"H3"|"2.37 g"|"J27 NIPR"|" "
"Yamato 982088"|"Official"|"1998"|"Antarctica"|"H4"|"3.32 g"|"J20 NIPR"|" "
"Yamato 982089"|"Official"|"1998"|"Antarctica"|"H5"|"1.19 g"|"J27 NIPR"|" "
"Yamato 982090"|"Official"|"1998"|"Antarctica"|"H5"|"1.58 g"|"J27 NIPR"|" "
"Yamato 982092"|"Official"|"1998"|"Antarctica"|"H4"|"1.24 g"|"J27 NIPR"|" "
"Yamato 982093"|"Official"|"1998"|"Antarctica"|"L6"|"4.35 g"|"J20 NIPR"|" "
"Yamato 982094"|"Official"|"1998"|"Antarctica"|"H4"|"2.44 g"|"J27 NIPR"|" "
"Yamato 982095"|"Official"|"1998"|"Antarctica"|"L5"|"2.33 g"|"J27 NIPR"|" "
"Yamato 982096"|"Official"|"1998"|"Antarctica"|"H5"|"1.31 g"|"J27 NIPR"|" "
"Yamato 982097"|"Official"|"1998"|"Antarctica"|"H5"|"80.4 g"|"J20 NIPR"|" "
"Yamato 982098"|"Official"|"1998"|"Antarctica"|"H6"|"3.73 g"|"J20 NIPR"|" "
"Yamato 982100"|"Official"|"1998"|"Antarctica"|"H4"|"2.63 g"|"J27 NIPR"|" "
"Yamato 982101"|"Official"|"1998"|"Antarctica"|"H5"|"4.33 g"|"J20 NIPR"|" "
"Yamato 982102"|"Official"|"1998"|"Antarctica"|"H6"|"36.6 g"|"J20 NIPR"|" "
"Yamato 982103"|"Official"|"1998"|"Antarctica"|"H4"|"0.86 g"|"J20 NIPR"|" "
"Yamato 982104"|"Official"|"1998"|"Antarctica"|"H4"|"0.5 g"|"J20 NIPR"|" "
"Yamato 982105"|"Official"|"1998"|"Antarctica"|"L4"|"10.2 g"|"J20 NIPR"|" "
"Yamato 982106"|"Official"|"1998"|"Antarctica"|"L6"|"3.92 g"|"J20 NIPR"|" "
"Yamato 982107"|"Official"|"1998"|"Antarctica"|"L6"|"3.81 g"|"J20 NIPR"|" "
"Yamato 982108"|"Official"|"1998"|"Antarctica"|"H4"|"408 g"|"J20 NIPR"|" "
"Yamato 982109"|"Official"|"1998"|"Antarctica"|"H5"|"2 kg"|"J20 NIPR"|" "
"Yamato 982110"|"Official"|"1998"|"Antarctica"|"H4"|"60.2 g"|"J20 NIPR"|" "
"Yamato 982111"|"Official"|"1998"|"Antarctica"|"L5"|"7.9 g"|"J20 NIPR"|" "
"Yamato 982112"|"Official"|"1998"|"Antarctica"|"H4"|"9.1 g"|"J20 NIPR"|" "
"Yamato 982113"|"Official"|"1998"|"Antarctica"|"L6"|"10.8 g"|"J20 NIPR"|" "
"Yamato 982114"|"Official"|"1998"|"Antarctica"|"H4"|"3.86 g"|"J20 NIPR"|" "
"Yamato 982115"|"Official"|"1998"|"Antarctica"|"L5"|"3.4 g"|"J20 NIPR"|" "
"Yamato 982116"|"Official"|"1998"|"Antarctica"|"H5"|"2.84 g"|"J27 NIPR"|" "
"Yamato 982118"|"Official"|"1998"|"Antarctica"|"L6"|"1.45 g"|"J27 NIPR"|" "
"Yamato 982120"|"Official"|"1998"|"Antarctica"|"L5"|"11.3 g"|"J20 NIPR"|" "
"Yamato 982121"|"Official"|"1998"|"Antarctica"|"H3"|"9.8 g"|"J20 NIPR"|" "
"Yamato 982123"|"Official"|"1998"|"Antarctica"|"L6"|"102 g"|"J20 NIPR"|" "
"Yamato 982124"|"Official"|"1998"|"Antarctica"|"H4"|"2.09 g"|"J27 NIPR"|" "
"Yamato 982125"|"Official"|"1998"|"Antarctica"|"H4"|"3.68 g"|"J20 NIPR"|" "
"Yamato 982126"|"Official"|"1998"|"Antarctica"|"H4"|"3.47 g"|"J20 NIPR"|" "
"Yamato 982127"|"Official"|"1998"|"Antarctica"|"H4"|"2.28 g"|"J27 NIPR"|" "
"Yamato 982128"|"Official"|"1998"|"Antarctica"|"H4"|"2.17 g"|"J27 NIPR"|" "
"Yamato 982129"|"Official"|"1998"|"Antarctica"|"H4"|"2.83 g"|"J27 NIPR"|" "
"Yamato 982130"|"Official"|"1998"|"Antarctica"|"H4"|"4.24 g"|"J20 NIPR"|" "
"Yamato 982131"|"Official"|"1998"|"Antarctica"|"H5"|"1.39 g"|"J27 NIPR"|" "
"Yamato 982132"|"Official"|"1998"|"Antarctica"|"H4"|"6.8 g"|"J20 NIPR"|" "
"Yamato 982133"|"Official"|"1998"|"Antarctica"|"H4"|"3.38 g"|"J20 NIPR"|" "
"Yamato 982134"|"Official"|"1998"|"Antarctica"|"H4"|"4.34 g"|"J20 NIPR"|" "
"Yamato 982135"|"Official"|"1998"|"Antarctica"|"H4"|"4.01 g"|"J20 NIPR"|" "
"Yamato 982137"|"Official"|"1998"|"Antarctica"|"H5"|"4.34 g"|"J20 NIPR"|" "
"Yamato 982138"|"Official"|"1998"|"Antarctica"|"H5"|"3.54 g"|"J20 NIPR"|" "
"Yamato 982139"|"Official"|"1998"|"Antarctica"|"H6"|"6 g"|"J20 NIPR"|" "
"Yamato 982140"|"Official"|"1998"|"Antarctica"|"L6"|"5.5 g"|"J20 NIPR"|" "
"Yamato 982141"|"Official"|"1998"|"Antarctica"|"H4"|"3.96 g"|"J20 NIPR"|" "
"Yamato 982142"|"Official"|"1998"|"Antarctica"|"Winonaite"|"2.12 g"|"J27 NIPR"|" "
"Yamato 982143 **"|"Official"|"1998"|"Antarctica"|"Ureilite"|"28.5 g"|"J20 NIPR"|" "
"Yamato 982144"|"Official"|"1998"|"Antarctica"|"L3"|"62.7 g"|"J20 NIPR"|" "
"Yamato 982145"|"Official"|"1998"|"Antarctica"|"L3"|"7.5 g"|"J20 NIPR"|" "
"Yamato 982146"|"Official"|"1998"|"Antarctica"|"H4"|"15 g"|"J20 NIPR"|" "
"Yamato 982148"|"Official"|"1998"|"Antarctica"|"L6"|"83.3 g"|"J20 NIPR"|" "
"Yamato 982149"|"Official"|"1998"|"Antarctica"|"L6"|"52.7 g"|"J20 NIPR"|" "
"Yamato 982151"|"Official"|"1998"|"Antarctica"|"L6"|"2.05 g"|"J27 NIPR"|" "
"Yamato 982152"|"Official"|"1998"|"Antarctica"|"H6"|"1.33 g"|"J27 NIPR"|" "
"Yamato 982153"|"Official"|"1998"|"Antarctica"|"L4"|"5.7 g"|"J20 NIPR"|" "
"Yamato 982154"|"Official"|"1998"|"Antarctica"|"H4"|"2.91 g"|"J27 NIPR"|" "
"Yamato 982155"|"Official"|"1998"|"Antarctica"|"H4"|"31.2 g"|"J20 NIPR"|" "
"Yamato 982156"|"Official"|"1998"|"Antarctica"|"L4"|"16.5 g"|"J20 NIPR"|" "
"Yamato 982157"|"Official"|"1998"|"Antarctica"|"H5"|"4.89 g"|"J20 NIPR"|" "
"Yamato 982158"|"Official"|"1998"|"Antarctica"|"H5"|"2.77 g"|"J27 NIPR"|" "
"Yamato 982159"|"Official"|"1998"|"Antarctica"|"H5"|"19.5 g"|"J20 NIPR"|" "
"Yamato 982160"|"Official"|"1998"|"Antarctica"|"H5"|"36.5 g"|"J20 NIPR"|" "
"Yamato 982161"|"Official"|"1998"|"Antarctica"|"H4"|"2.88 g"|"J27 NIPR"|" "
"Yamato 982162"|"Official"|"1998"|"Antarctica"|"H6"|"1.61 g"|"J27 NIPR"|" "
"Yamato 982163"|"Official"|"1998"|"Antarctica"|"H6"|"19 g"|"J20 NIPR"|" "
"Yamato 982164"|"Official"|"1998"|"Antarctica"|"H6"|"11.9 g"|"J20 NIPR"|" "
"Yamato 982165"|"Official"|"1998"|"Antarctica"|"H6"|"1.53 g"|"J27 NIPR"|" "
"Yamato 982167"|"Official"|"1998"|"Antarctica"|"H6"|"3.85 g"|"J20 NIPR"|" "
"Yamato 982168"|"Official"|"1998"|"Antarctica"|"H6"|"2.17 g"|"J28 NIPR"|" "
"Yamato 982169 **"|"Official"|"1998"|"Antarctica"|"Ureilite"|"12.1 g"|"J20 NIPR"|" "
"Yamato 982170"|"Official"|"1998"|"Antarctica"|"L3"|"16 g"|"J20 NIPR"|" "
"Yamato 982171"|"Official"|"1998"|"Antarctica"|"L3"|"9 g"|"J20 NIPR"|" "
"Yamato 982172"|"Official"|"1998"|"Antarctica"|"L6"|"409 g"|"J20 NIPR"|" "
"Yamato 982173"|"Official"|"1998"|"Antarctica"|"L6"|"5.7 g"|"J20 NIPR"|" "
"Yamato 982174"|"Official"|"1998"|"Antarctica"|"L6"|"1.77 g"|"J20 NIPR"|" "
"Yamato 982175"|"Official"|"1998"|"Antarctica"|"L6"|"1.1 g"|"J20 NIPR"|" "
"Yamato 982176"|"Official"|"1998"|"Antarctica"|"L6"|"3.77 g"|"J20 NIPR"|" "
"Yamato 982177"|"Official"|"1998"|"Antarctica"|"L6"|"34.1 g"|"J20 NIPR"|" "
"Yamato 982178"|"Official"|"1998"|"Antarctica"|"L6"|"3.07 g"|"J20 NIPR"|" "
"Yamato 982179"|"Official"|"1998"|"Antarctica"|"L4"|"12.2 g"|"J20 NIPR"|" "
"Yamato 982180"|"Official"|"1998"|"Antarctica"|"L5"|"116.2 g"|"J20 NIPR"|" "
"Yamato 982181"|"Official"|"1998"|"Antarctica"|"L6"|"2.33 g"|"J27 NIPR"|" "
"Yamato 982182"|"Official"|"1998"|"Antarctica"|"L6"|"197.6 g"|"J20 NIPR"|" "
"Yamato 982183"|"Official"|"1998"|"Antarctica"|"L6"|"33.6 g"|"J20 NIPR"|" "
"Yamato 982184"|"Official"|"1998"|"Antarctica"|"H6"|"28.2 g"|"J20 NIPR"|" "
"Yamato 982185"|"Official"|"1998"|"Antarctica"|"L6"|"129.4 g"|"J20 NIPR"|" "
"Yamato 982186"|"Official"|"1998"|"Antarctica"|"H4"|"2.33 g"|"J27 NIPR"|" "
"Yamato 982187"|"Official"|"1998"|"Antarctica"|"H4"|"12.6 g"|"J20 NIPR"|" "
"Yamato 982188"|"Official"|"1998"|"Antarctica"|"H5"|"9.5 g"|"J20 NIPR"|" "
"Yamato 982189"|"Official"|"1998"|"Antarctica"|"H4"|"7.8 g"|"J20 NIPR"|" "
"Yamato 982190"|"Official"|"1998"|"Antarctica"|"H4"|"7.9 g"|"J20 NIPR"|" "
"Yamato 982191"|"Official"|"1998"|"Antarctica"|"H5"|"6.2 g"|"J20 NIPR"|" "
"Yamato 982192"|"Official"|"1998"|"Antarctica"|"H4"|"5.8 g"|"J20 NIPR"|" "
"Yamato 982193"|"Official"|"1998"|"Antarctica"|"H4"|"5.7 g"|"J20 NIPR"|" "
"Yamato 982194"|"Official"|"1998"|"Antarctica"|"H4"|"4.44 g"|"J20 NIPR"|" "
"Yamato 982195"|"Official"|"1998"|"Antarctica"|"H4"|"4.42 g"|"J20 NIPR"|" "
"Yamato 982196"|"Official"|"1998"|"Antarctica"|"H4"|"6 g"|"J20 NIPR"|" "
"Yamato 982197"|"Official"|"1998"|"Antarctica"|"H4"|"3.78 g"|"J20 NIPR"|" "
"Yamato 982198"|"Official"|"1998"|"Antarctica"|"H4"|"5.5 g"|"J20 NIPR"|" "
"Yamato 982199"|"Official"|"1998"|"Antarctica"|"H4"|"5.2 g"|"J20 NIPR"|" "
"Yamato 982200"|"Official"|"1998"|"Antarctica"|"H4"|"5.1 g"|"J20 NIPR"|" "
"Yamato 982201"|"Official"|"1998"|"Antarctica"|"H4"|"6.4 g"|"J20 NIPR"|" "
"Yamato 982202"|"Official"|"1998"|"Antarctica"|"H4"|"4.63 g"|"J20 NIPR"|" "
"Yamato 982203"|"Official"|"1998"|"Antarctica"|"H4"|"5.3 g"|"J20 NIPR"|" "
"Yamato 982204"|"Official"|"1998"|"Antarctica"|"H4"|"4.64 g"|"J20 NIPR"|" "
"Yamato 982205"|"Official"|"1998"|"Antarctica"|"H4"|"3.64 g"|"J20 NIPR"|" "
"Yamato 982206"|"Official"|"1998"|"Antarctica"|"H4"|"3.94 g"|"J20 NIPR"|" "
"Yamato 982207"|"Official"|"1998"|"Antarctica"|"H4"|"5.3 g"|"J20 NIPR"|" "
"Yamato 982208"|"Official"|"1998"|"Antarctica"|"H4"|"5.3 g"|"J20 NIPR"|" "
"Yamato 982210"|"Official"|"1998"|"Antarctica"|"H4"|"3.7 g"|"J20 NIPR"|" "
"Yamato 982211"|"Official"|"1998"|"Antarctica"|"H4"|"4.7 g"|"J20 NIPR"|" "
"Yamato 982212"|"Official"|"1998"|"Antarctica"|"H4"|"4.73 g"|"J20 NIPR"|" "
"Yamato 982213"|"Official"|"1998"|"Antarctica"|"H4"|"4.29 g"|"J20 NIPR"|" "
"Yamato 982214"|"Official"|"1998"|"Antarctica"|"H4"|"3.87 g"|"J20 NIPR"|" "
"Yamato 982215"|"Official"|"1998"|"Antarctica"|"H4"|"3.7 g"|"J20 NIPR"|" "
"Yamato 982216"|"Official"|"1998"|"Antarctica"|"H4"|"3.99 g"|"J20 NIPR"|" "
"Yamato 982217"|"Official"|"1998"|"Antarctica"|"H5"|"2.55 g"|"J27 NIPR"|" "
"Yamato 982218"|"Official"|"1998"|"Antarctica"|"H5"|"2.06 g"|"J27 NIPR"|" "
"Yamato 982219"|"Official"|"1998"|"Antarctica"|"H5"|"2.38 g"|"J27 NIPR"|" "
"Yamato 982220"|"Official"|"1998"|"Antarctica"|"H4"|"19.5 g"|"J20 NIPR"|" "
"Yamato 982221"|"Official"|"1998"|"Antarctica"|"H4"|"10.3 g"|"J20 NIPR"|" "
"Yamato 982222"|"Official"|"1998"|"Antarctica"|"H4"|"9 g"|"J20 NIPR"|" "
"Yamato 982223"|"Official"|"1998"|"Antarctica"|"H5"|"15.3 g"|"J20 NIPR"|" "
"Yamato 982224"|"Official"|"1998"|"Antarctica"|"H5"|"28.9 g"|"J20 NIPR"|" "
"Yamato 982225"|"Official"|"1998"|"Antarctica"|"H5"|"7.3 g"|"J20 NIPR"|" "
"Yamato 982226"|"Official"|"1998"|"Antarctica"|"H5"|"6.3 g"|"J20 NIPR"|" "
"Yamato 982227"|"Official"|"1998"|"Antarctica"|"L6"|"2.24 g"|"J27 NIPR"|" "
"Yamato 982228"|"Official"|"1998"|"Antarctica"|"H6"|"2.1 g"|"J27 NIPR"|" "
"Yamato 982229"|"Official"|"1998"|"Antarctica"|"H4"|"6.4 g"|"J20 NIPR"|" "
"Yamato 982230"|"Official"|"1998"|"Antarctica"|"H5"|"78 g"|"J20 NIPR"|" "
"Yamato 982231"|"Official"|"1998"|"Antarctica"|"H5"|"9.1 g"|"J20 NIPR"|" "
"Yamato 982232"|"Official"|"1998"|"Antarctica"|"L3"|"10.3 g"|"J20 NIPR"|" "
"Yamato 982233"|"Official"|"1998"|"Antarctica"|"L3"|"65.8 g"|"J20 NIPR"|" "
"Yamato 982234"|"Official"|"1998"|"Antarctica"|"L3"|"37.1 g"|"J20 NIPR"|" "
"Yamato 982235"|"Official"|"1998"|"Antarctica"|"L3"|"8.8 g"|"J20 NIPR"|" "
"Yamato 982236"|"Official"|"1998"|"Antarctica"|"H4"|"19.3 g"|"J20 NIPR"|" "
"Yamato 982237"|"Official"|"1998"|"Antarctica"|"H4"|"91.2 g"|"J20 NIPR"|" "
"Yamato 982238"|"Official"|"1998"|"Antarctica"|"H4"|"8 g"|"J20 NIPR"|" "
"Yamato 982239"|"Official"|"1998"|"Antarctica"|"H3"|"5.1 g"|"J20 NIPR"|" "
"Yamato 982240"|"Official"|"1998"|"Antarctica"|"L3"|"11.6 g"|"J20 NIPR"|" "
"Yamato 982241"|"Official"|"1998"|"Antarctica"|"L5"|"6.3 g"|"J20 NIPR"|" "
"Yamato 982242"|"Official"|"1998"|"Antarctica"|"L6"|"4.39 g"|"J20 NIPR"|" "
"Yamato 982243"|"Official"|"1998"|"Antarctica"|"L6"|"4.59 g"|"J20 NIPR"|" "
"Yamato 982244"|"Official"|"1998"|"Antarctica"|"L6"|"6.8 g"|"J20 NIPR"|" "
"Yamato 982245"|"Official"|"1998"|"Antarctica"|"L6"|"6.1 g"|"J20 NIPR"|" "
"Yamato 982246"|"Official"|"1998"|"Antarctica"|"L6"|"5.9 g"|"J20 NIPR"|" "
"Yamato 982247"|"Official"|"1998"|"Antarctica"|"L6"|"7.7 g"|"J20 NIPR"|" "
"Yamato 982248"|"Official"|"1998"|"Antarctica"|"L6"|"6.9 g"|"J20 NIPR"|" "
"Yamato 982249"|"Official"|"1998"|"Antarctica"|"L6"|"4.71 g"|"J20 NIPR"|" "
"Yamato 982250"|"Official"|"1998"|"Antarctica"|"L6"|"13 g"|"J20 NIPR"|" "
"Yamato 982255"|"Official"|"1998"|"Antarctica"|"H3"|"2.29 g"|"J27 NIPR"|" "
"Yamato 982256"|"Official"|"1998"|"Antarctica"|"H6"|"2.18 g"|"J27 NIPR"|" "
"Yamato 982257"|"Official"|"1998"|"Antarctica"|"H4"|"4.68 g"|"J20 NIPR"|" "
"Yamato 982258"|"Official"|"1998"|"Antarctica"|"H4"|"4.09 g"|"J20 NIPR"|" "
"Yamato 982259"|"Official"|"1998"|"Antarctica"|"H5"|"2.48 g"|"J27 NIPR"|" "
"Yamato 982260"|"Official"|"1998"|"Antarctica"|"H4"|"2.91 g"|"J27 NIPR"|" "
"Yamato 982261"|"Official"|"1998"|"Antarctica"|"H4"|"2.41 g"|"J27 NIPR"|" "
"Yamato 982262"|"Official"|"1998"|"Antarctica"|"H4"|"8.2 g"|"J20 NIPR"|" "
"Yamato 982263"|"Official"|"1998"|"Antarctica"|"H4"|"4.92 g"|"J28 NIPR"|" "
"Yamato 982264"|"Official"|"1998"|"Antarctica"|"H4"|"2.39 g"|"J27 NIPR"|" "
"Yamato 982265"|"Official"|"1998"|"Antarctica"|"H4"|"2.15 g"|"J27 NIPR"|" "
"Yamato 982266"|"Official"|"1998"|"Antarctica"|"H4"|"2.57 g"|"J27 NIPR"|" "
"Yamato 982267"|"Official"|"1998"|"Antarctica"|"H4"|"7.8 g"|"J20 NIPR"|" "
"Yamato 982268"|"Official"|"1998"|"Antarctica"|"H4"|"7.8 g"|"J20 NIPR"|" "
"Yamato 982269"|"Official"|"1998"|"Antarctica"|"H4"|"2.8 g"|"J27 NIPR"|" "
"Yamato 982270"|"Official"|"1998"|"Antarctica"|"H4"|"1.8 g"|"J27 NIPR"|" "
"Yamato 982271"|"Official"|"1998"|"Antarctica"|"H5"|"1.01 g"|"J28 NIPR"|" "
"Yamato 982272"|"Official"|"1998"|"Antarctica"|"H4"|"6.2 g"|"J20 NIPR"|" "
"Yamato 982273"|"Official"|"1998"|"Antarctica"|"H6"|"7.8 g"|"J20 NIPR"|" "
"Yamato 982274"|"Official"|"1998"|"Antarctica"|"H3"|"1.75 g"|"J27 NIPR"|" "
"Yamato 982275"|"Official"|"1998"|"Antarctica"|"H6"|"2.35 g"|"J27 NIPR"|" "
"Yamato 982276"|"Official"|"1998"|"Antarctica"|"H4"|"3.2 g"|"J20 NIPR"|" "
"Yamato 982277"|"Official"|"1998"|"Antarctica"|"H5"|"2.22 g"|"J27 NIPR"|" "
"Yamato 982278"|"Official"|"1998"|"Antarctica"|"L6"|"1.13 g"|"J28 NIPR"|" "
"Yamato 982279"|"Official"|"1998"|"Antarctica"|"H5"|"16.7 g"|"J20 NIPR"|" "
"Yamato 982280 **"|"Official"|"1998"|"Antarctica"|"Ureilite"|"74.5 g"|"J20 NIPR"|" "
"Yamato 982281"|"Official"|"1998"|"Antarctica"|"H6"|"8.1 g"|"J20 NIPR"|" "
"Yamato 982282"|"Official"|"1998"|"Antarctica"|"H4"|"4.37 g"|"J20 NIPR"|" "
"Yamato 982283"|"Official"|"1998"|"Antarctica"|"H5"|"3.4 g"|"J20 NIPR"|" "
