"Name"|"Status"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Yamato 794010"|"Official"|"1979"|"Antarctica"|"L6"|"24.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794011"|"Official"|"1979"|"Antarctica"|"H3.6"|"19 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794012"|"Official"|"1979"|"Antarctica"|"H4"|"14.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794013"|"Official"|"1979"|"Antarctica"|"H4"|"11.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794014"|"Official"|"1979"|"Antarctica"|"H6"|"5.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794015"|"Official"|"1979"|"Antarctica"|"H4"|"12.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794016"|"Official"|"1979"|"Antarctica"|"Eucrite-mmict"|"28.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794017"|"Official"|"1979"|"Antarctica"|"L6"|"29.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794018"|"Official"|"1979"|"Antarctica"|"L6"|"6.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794019"|"Official"|"1979"|"Antarctica"|"CM2"|"1.47 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794020"|"Official"|"1979"|"Antarctica"|"H6"|"6.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794021"|"Official"|"1979"|"Antarctica"|"H5"|"5.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794022"|"Official"|"1979"|"Antarctica"|"H6"|"2.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794023"|"Official"|"1979"|"Antarctica"|"H4"|"25.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794024"|"Official"|"1979"|"Antarctica"|"LL"|"16.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794025"|"Official"|"1979"|"Antarctica"|"H5"|"56.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794026"|"Official"|"1979"|"Antarctica"|"L6"|"1.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794027"|"Official"|"1979"|"Antarctica"|"H6"|"2.02 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794028"|"Official"|"1979"|"Antarctica"|"H6"|"13.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794029"|"Official"|"1979"|"Antarctica"|"H6"|"26.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794031"|"Official"|"1979"|"Antarctica"|"H5"|"12.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794032"|"Official"|"1979"|"Antarctica"|"H4"|"11.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794033"|"Official"|"1979"|"Antarctica"|"L5"|"3.05 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794034"|"Official"|"1979"|"Antarctica"|"H5"|"1.99 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794039"|"Official"|"1979"|"Antarctica"|"Diogenite"|"42.7 g"|"J26 NIPR"|" "
"Yamato 794040"|"Official"|"1979"|"Antarctica"|"L6"|"109.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794041"|"Official"|"1979"|"Antarctica"|"L5"|"25.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794042"|"Official"|"1979"|"Antarctica"|"L4"|"206 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794043"|"Official"|"1979"|"Antarctica"|"Eucrite-mmict"|"88.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794044"|"Official"|"1979"|"Antarctica"|"L6"|"1228 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794046"|"Official"|"1979"|"Antarctica"|"H4"|"207 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794047"|"Official"|"1979"|"Antarctica"|"H4"|"207 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794048"|"Official"|"1979"|"Antarctica"|"H4"|"61.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794049"|"Official"|"1979"|"Antarctica"|"H4"|"1.51 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794050"|"Official"|"1979"|"Antarctica"|"H4"|"133.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794051"|"Official"|"1979"|"Antarctica"|"L6"|"832 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794052"|"Official"|"1979"|"Antarctica"|"L6"|"58.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794053"|"Official"|"1979"|"Antarctica"|"L6"|"92.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794054"|"Official"|"1979"|"Antarctica"|"L6"|"12 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794055"|"Official"|"1979"|"Antarctica"|"H6"|"143.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794056"|"Official"|"1979"|"Antarctica"|"H4"|"5.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794057"|"Official"|"1979"|"Antarctica"|"H4"|"6.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794058"|"Official"|"1979"|"Antarctica"|"H4"|"8.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794059"|"Official"|"1979"|"Antarctica"|"H6"|"46.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794060"|"Official"|"1979"|"Antarctica"|"L4"|"67.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794061"|"Official"|"1979"|"Antarctica"|"H6"|"52 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794062"|"Official"|"1979"|"Antarctica"|"H5"|"22.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794063"|"Official"|"1979"|"Antarctica"|"H4"|"32.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794064"|"Official"|"1979"|"Antarctica"|"H3.6"|"43.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794065"|"Official"|"1979"|"Antarctica"|"H6"|"19.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794066"|"Official"|"1979"|"Antarctica"|"H4"|"19.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794067"|"Official"|"1979"|"Antarctica"|"H6"|"17 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794068"|"Official"|"1979"|"Antarctica"|"H4"|"9.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794069"|"Official"|"1979"|"Antarctica"|"H4"|"39 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794070"|"Official"|"1979"|"Antarctica"|"H4"|"10.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794071"|"Official"|"1979"|"Antarctica"|"L5"|"5.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794073"|"Official"|"1979"|"Antarctica"|"L6"|"41.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794074"|"Official"|"1979"|"Antarctica"|"CM2"|"8.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794075"|"Official"|"1979"|"Antarctica"|"H5"|"3.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794076"|"Official"|"1979"|"Antarctica"|"H5"|"4.69 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794077"|"Official"|"1979"|"Antarctica"|"CM2"|"7.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794078"|"Official"|"1979"|"Antarctica"|"CM2"|"16.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794079"|"Official"|"1979"|"Antarctica"|"CM2"|"3.72 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794080"|"Official"|"1979"|"Antarctica"|"CM2"|"21.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794081"|"Official"|"1979"|"Antarctica"|"CM2"|"11.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794082"|"Official"|"1979"|"Antarctica"|"CM2"|"1.88 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794083"|"Official"|"1979"|"Antarctica"|"CM2"|"8.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794084"|"Official"|"1979"|"Antarctica"|"H6"|"1.51 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794085"|"Official"|"1979"|"Antarctica"|"H5"|"8.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794086"|"Official"|"1979"|"Antarctica"|"H6"|"4.72 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794087"|"Official"|"1979"|"Antarctica"|"H4"|"8.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794088"|"Official"|"1979"|"Antarctica"|"CO3"|"3.76 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794089"|"Official"|"1979"|"Antarctica"|"L4"|"14.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794090"|"Official"|"1979"|"Antarctica"|"L6"|"10.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794091"|"Official"|"1979"|"Antarctica"|"H4"|"24.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794092"|"Official"|"1979"|"Antarctica"|"L6"|"41.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794093"|"Official"|"1979"|"Antarctica"|"L6"|"60.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 794206 **"|"Official"|"1979"|"Antarctica"|"Iron, IAB-sHL-an"|"276 g"|"J28 NIPR"|" "
"Yamato 8001"|"Official"|"1980"|"Antarctica"|"L6"|"22.7 g"|" NIPR"|"(-71.833330, 35.500000)  "
"Yamato 8002"|"Official"|"1980"|"Antarctica"|"Lodranite"|"2.27 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 8003"|"Official"|"1980"|"Antarctica"|"L6"|"20.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 8004"|"Official"|"1980"|"Antarctica"|"L6"|"77.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 8005"|"Official"|"1980"|"Antarctica"|"Winonaite"|"29 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 8006"|"Official"|"1980"|"Antarctica"|"H4"|"21.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 8007"|"Official"|"1980"|"Antarctica"|"L6"|"7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 8008"|"Official"|"1980"|"Antarctica"|"H5"|"3.42 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 8009"|"Official"|"1980"|"Antarctica"|"Diogenite"|"53.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 8010"|"Official"|"1980"|"Antarctica"|"L6"|"109.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 8011"|"Official"|"1980"|"Antarctica"|"L6"|"571 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 8012"|"Official"|"1980"|"Antarctica"|"H4"|"12.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 8013"|"Official"|"1980"|"Antarctica"|"H4"|"12.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 8014"|"Official"|"1980"|"Antarctica"|"L3.9"|"13.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81001"|"Official"|"1981"|"Antarctica"|"Diogenite"|"2.54 g"|" NIPR"|"(-71.833330, 35.500000)  "
"Yamato 81002"|"Official"|"1981"|"Antarctica"|"CO3"|"3.73 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81003"|"Official"|"1981"|"Antarctica"|"L6"|"25.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81004"|"Official"|"1981"|"Antarctica"|"L6"|"11.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81005"|"Official"|"1981"|"Antarctica"|"L5"|"1.71 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81006"|"Official"|"1981"|"Antarctica"|"L5"|"19.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81007"|"Official"|"1981"|"Antarctica"|"L5"|"2.22 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81008"|"Official"|"1981"|"Antarctica"|"H5"|"33.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81009"|"Official"|"1981"|"Antarctica"|"H5"|"3.01 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81010"|"Official"|"1981"|"Antarctica"|"CM2"|"1.27 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81011"|"Official"|"1981"|"Antarctica"|"H4"|"2.21 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81012"|"Official"|"1981"|"Antarctica"|"H5"|"381 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81013"|"Official"|"1981"|"Antarctica"|"L6"|"1.44 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81014"|"Official"|"1981"|"Antarctica"|"L6"|"8.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81015"|"Official"|"1981"|"Antarctica"|"H3.7"|"55.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81016"|"Official"|"1981"|"Antarctica"|"H5"|"1006 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81017"|"Official"|"1981"|"Antarctica"|"H4"|"14.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81018"|"Official"|"1981"|"Antarctica"|"H4"|"27.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81019"|"Official"|"1981"|"Antarctica"|"H4"|"54.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81020"|"Official"|"1981"|"Antarctica"|"CO3.0"|"270 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81021"|"Official"|"1981"|"Antarctica"|"CO3"|"7.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81022"|"Official"|"1981"|"Antarctica"|"CO3"|"3.12 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81023"|"Official"|"1981"|"Antarctica"|"CO3"|"9.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81024"|"Official"|"1981"|"Antarctica"|"CO3"|"31.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81025"|"Official"|"1981"|"Antarctica"|"CO3"|"55.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81026"|"Official"|"1981"|"Antarctica"|"L6"|"202 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81027"|"Official"|"1981"|"Antarctica"|"Diogenite"|"11.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81028"|"Official"|"1981"|"Antarctica"|"LL4"|"4.21 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81029"|"Official"|"1981"|"Antarctica"|"LL4"|"3.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81030"|"Official"|"1981"|"Antarctica"|"H5"|"97.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81031"|"Official"|"1981"|"Antarctica"|"H4"|"31 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81032"|"Official"|"1981"|"Antarctica"|"H5"|"9.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81033"|"Official"|"1981"|"Antarctica"|"H5"|"14.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81034"|"Official"|"1981"|"Antarctica"|"H5"|"10.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81035"|"Official"|"1981"|"Antarctica"|"H6"|"3.73 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81036"|"Official"|"1981"|"Antarctica"|"H5"|"3.47 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81037"|"Official"|"1981"|"Antarctica"|"H5"|"52.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81038"|"Official"|"1981"|"Antarctica"|"H4"|"2.01 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81039"|"Official"|"1981"|"Antarctica"|"H4"|"22.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81040"|"Official"|"1981"|"Antarctica"|"H4"|"10.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81041"|"Official"|"1981"|"Antarctica"|"H4"|"3.54 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81042"|"Official"|"1981"|"Antarctica"|"H5"|"0.49 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81043"|"Official"|"1981"|"Antarctica"|"L6"|"1.26 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81044"|"Official"|"1981"|"Antarctica"|"H4"|"10.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81045"|"Official"|"1981"|"Antarctica"|"H4"|"5.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81046"|"Official"|"1981"|"Antarctica"|"H4"|"1.23 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81047"|"Official"|"1981"|"Antarctica"|"H4"|"3.24 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81048"|"Official"|"1981"|"Antarctica"|"H4"|"2.41 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81049"|"Official"|"1981"|"Antarctica"|"L6"|"2.75 kg"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81050"|"Official"|"1981"|"Antarctica"|"Stone-uncl"|"12.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81051"|"Official"|"1981"|"Antarctica"|"L6"|"32.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81052"|"Official"|"1981"|"Antarctica"|"Stone-uncl"|"3.94 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81053"|"Official"|"1981"|"Antarctica"|"H6"|"8.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81054"|"Official"|"1981"|"Antarctica"|"L6"|"1.08 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81055"|"Official"|"1981"|"Antarctica"|"L6"|"1.87 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81056"|"Official"|"1981"|"Antarctica"|"H4-6"|"3.47 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81057"|"Official"|"1981"|"Antarctica"|"H5"|"7.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81058"|"Official"|"1981"|"Antarctica"|"H4"|"395 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81059"|"Official"|"1981"|"Antarctica"|"H4"|"36.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81060"|"Official"|"1981"|"Antarctica"|"H4"|"17.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81061"|"Official"|"1981"|"Antarctica"|"H5"|"8.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81062"|"Official"|"1981"|"Antarctica"|"L5"|"4.39 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81063"|"Official"|"1981"|"Antarctica"|"H4"|"1.97 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81064"|"Official"|"1981"|"Antarctica"|"H4"|"6.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81065"|"Official"|"1981"|"Antarctica"|"H4"|"3.11 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81066"|"Official"|"1981"|"Antarctica"|"H3"|"2.21 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81067"|"Official"|"1981"|"Antarctica"|"CO3"|"11.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81068"|"Official"|"1981"|"Antarctica"|"CO3"|"1.65 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81069"|"Official"|"1981"|"Antarctica"|"L5"|"1.42 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81070"|"Official"|"1981"|"Antarctica"|"L4"|"431 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81071"|"Official"|"1981"|"Antarctica"|"L4"|"6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81072"|"Official"|"1981"|"Antarctica"|"L4"|"8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81073"|"Official"|"1981"|"Antarctica"|"L4"|"0.76 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81074"|"Official"|"1981"|"Antarctica"|"L6"|"1.42 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81075"|"Official"|"1981"|"Antarctica"|"L4"|"1161 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81076"|"Official"|"1981"|"Antarctica"|"L4"|"11.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81077"|"Official"|"1981"|"Antarctica"|"L4"|"6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81078"|"Official"|"1981"|"Antarctica"|"L4"|"3.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81079"|"Official"|"1981"|"Antarctica"|"L4"|"2.26 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81080"|"Official"|"1981"|"Antarctica"|"L4"|"2.61 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81082"|"Official"|"1981"|"Antarctica"|"L4"|"9.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81090"|"Official"|"1981"|"Antarctica"|"L4"|"2.46 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81092"|"Official"|"1981"|"Antarctica"|"H4"|"0.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81093"|"Official"|"1981"|"Antarctica"|"L4"|"0.71 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81094"|"Official"|"1981"|"Antarctica"|"L4"|"1.83 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81095"|"Official"|"1981"|"Antarctica"|"L4"|"1.25 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81100"|"Official"|"1981"|"Antarctica"|"L4"|"11.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81104"|"Official"|"1981"|"Antarctica"|"L4"|"9.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81110"|"Official"|"1981"|"Antarctica"|"L4"|"4.89 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81118"|"Official"|"1981"|"Antarctica"|"L6"|"6.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81119"|"Official"|"1981"|"Antarctica"|"L4"|"1.47 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81120"|"Official"|"1981"|"Antarctica"|"L6"|"4.15 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81121"|"Official"|"1981"|"Antarctica"|"L4"|"1.31 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81122"|"Official"|"1981"|"Antarctica"|"H4"|"1.08 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81123"|"Official"|"1981"|"Antarctica"|"H4"|"1.58 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81124"|"Official"|"1981"|"Antarctica"|"H5"|"10.79 kg"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81125"|"Official"|"1981"|"Antarctica"|"H4"|"2.58 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81126"|"Official"|"1981"|"Antarctica"|"L6"|"5.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81127"|"Official"|"1981"|"Antarctica"|"H5"|"58.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81128"|"Official"|"1981"|"Antarctica"|"H5"|"6.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81129"|"Official"|"1981"|"Antarctica"|"H5"|"1.59 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81130"|"Official"|"1981"|"Antarctica"|"H5"|"0.72 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81131"|"Official"|"1981"|"Antarctica"|"H5"|"71.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 81132"|"Official"|"1981"|"Antarctica"|"H5"|"6.61 kg"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82001"|"Official"|"1982"|"Antarctica"|"Stone-uncl"|"0.63 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82002"|"Official"|"1982"|"Antarctica"|"R3.9"|"7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82003"|"Official"|"1982"|"Antarctica"|"Iron"|"1.38 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82004"|"Official"|"1982"|"Antarctica"|"CO3"|"2.48 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82005"|"Official"|"1982"|"Antarctica"|"L5"|"8.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82006"|"Official"|"1982"|"Antarctica"|"L3"|"5.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82007"|"Official"|"1982"|"Antarctica"|"LL3.3"|"12 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82008"|"Official"|"1982"|"Antarctica"|"H4"|"4.27 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82009"|"Official"|"1982"|"Antarctica"|"Eucrite-pmict"|"6.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82010"|"Official"|"1982"|"Antarctica"|"Eucrite"|"7.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82011"|"Official"|"1982"|"Antarctica"|"H6"|"10.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82012"|"Official"|"1982"|"Antarctica"|"H4"|"2.08 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82013"|"Official"|"1982"|"Antarctica"|"H5"|"0.16 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82014"|"Official"|"1982"|"Antarctica"|"L5"|"3.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82015"|"Official"|"1982"|"Antarctica"|"Eucrite-pmict"|"3.85 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82016"|"Official"|"1982"|"Antarctica"|"H6"|"4.65 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 82017"|"Official"|"1982"|"Antarctica"|"L6"|"51.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
